raw_metar,station,valid_time_utc,is_auto,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,weather_phenomena,sky_layer1_cover,sky_layer1_height_ft,sky_layer1_type,sky_layer2_cover,sky_layer2_height_ft,sky_layer2_type,sky_layer3_cover,sky_layer3_height_ft,sky_layer3_type,has_cb,temp_c,dewpoint_c,qnh_hpa,has_ts,ts_in_vicinity,ts_intensity
METAR WALS 080400Z 20005KT 090V250 9999 SCT020 32/23 Q1011 NOSIG,WALS,2026-08-08T04:00:00,0,200.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,23.0,1011.0,0,0,
METAR WALS 080430Z 24007KT 190V290 9999 SCT020 32/22 Q1011 NOSIG,WALS,2026-08-08T04:30:00,0,240.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,22.0,1011.0,0,0,
METAR WALS 080500Z 22005KT 170V270 9999 SCT020 32/23 Q1010 NOSIG,WALS,2026-08-08T05:00:00,0,220.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,23.0,1010.0,0,0,
METAR WALS 080530Z 21004KT 130V270 9999 SCT020 33/23 Q1010 NOSIG,WALS,2026-08-08T05:30:00,0,210.0,4.0,,10000.0,,SCT,2000.0,,,,,,,,0,33.0,23.0,1010.0,0,0,
METAR WALS 080600Z 24008KT 210V270 9999 SCT020 32/22 Q1009 NOSIG,WALS,2026-08-08T06:00:00,0,240.0,8.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,22.0,1009.0,0,0,
METAR WALS 080630Z 18007KT 140V250 9999 SCT020 32/23 Q1009 NOSIG,WALS,2026-08-08T06:30:00,0,180.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,23.0,1009.0,0,0,
METAR WALS 080700Z 20005KT 150V240 9999 SCT020 32/23 Q1008 NOSIG,WALS,2026-08-08T07:00:00,0,200.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,23.0,1008.0,0,0,
METAR WALS 080730Z 18007KT 160V220 9999 SCT020 32/23 Q1008 NOSIG,WALS,2026-08-08T07:30:00,0,180.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,23.0,1008.0,0,0,
METAR WALS 080800Z 19007KT 150V220 9999 SCT018 31/23 Q1008 NOSIG,WALS,2026-08-08T08:00:00,0,190.0,7.0,,10000.0,,SCT,1800.0,,,,,,,,0,31.0,23.0,1008.0,0,0,
METAR WALS 080830Z 19007KT 130V230 9999 SCT020 30/23 Q1008 NOSIG,WALS,2026-08-08T08:30:00,0,190.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,30.0,23.0,1008.0,0,0,
METAR WALS 080900Z 19007KT 150V230 9999 SCT020 30/23 Q1009 NOSIG,WALS,2026-08-08T09:00:00,0,190.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,30.0,23.0,1009.0,0,0,
METAR WALS 080930Z 18006KT 150V230 9999 SCT020 30/23 Q1009 NOSIG,WALS,2026-08-08T09:30:00,0,180.0,6.0,,10000.0,,SCT,2000.0,,,,,,,,0,30.0,23.0,1009.0,0,0,
METAR WALS 081000Z 20005KT 150V240 9999 FEW020 28/23 Q1009 NOSIG,WALS,2026-08-08T10:00:00,0,200.0,5.0,,10000.0,,FEW,2000.0,,,,,,,,0,28.0,23.0,1009.0,0,0,
METAR WALS 081030Z AUTO 20004KT 150V240 9999 NCD 28/23 Q1010 NOSIG,WALS,2026-08-08T10:30:00,1,200.0,4.0,,10000.0,,NCD,,,,,,,,,0,28.0,23.0,1010.0,0,0,
METAR WALS 081100Z AUTO 21005KT 9999 FEW020 FEW027 SCT055 27/23 Q1010 NOSIG,WALS,2026-08-08T11:00:00,1,210.0,5.0,,10000.0,,FEW,2000.0,,FEW,2700.0,,SCT,5500.0,,0,27.0,23.0,1010.0,0,0,
METAR WALS 081130Z AUTO 21005KT 180V250 9999 SCT019 SCT036 SCT046 27/23 Q1011 NOSIG,WALS,2026-08-08T11:30:00,1,210.0,5.0,,10000.0,,SCT,1900.0,,SCT,3600.0,,SCT,4600.0,,0,27.0,23.0,1011.0,0,0,
METAR WALS 081200Z AUTO 23003KT 9999 FEW018 SCT050 SCT075 26/23 Q1011 NOSIG,WALS,2026-08-08T12:00:00,1,230.0,3.0,,10000.0,,FEW,1800.0,,SCT,5000.0,,SCT,7500.0,,0,26.0,23.0,1011.0,0,0,
METAR WALS 081230Z AUTO 23003KT 9999 SCT017 SCT075 26/23 Q1011,WALS,2026-08-08T12:30:00,1,230.0,3.0,,10000.0,,SCT,1700.0,,SCT,7500.0,,,,,0,26.0,23.0,1011.0,0,0,
METAR WALS 081300Z AUTO VRB02KT 9999 BKN016 26/24 Q1011,WALS,2026-08-08T13:00:00,1,,2.0,,10000.0,,BKN,1600.0,,,,,,,,0,26.0,24.0,1011.0,0,0,
METAR WALS 081330Z AUTO 26003KT 9999 FEW018 FEW037 25/23 Q1012,WALS,2026-08-08T13:30:00,1,260.0,3.0,,10000.0,,FEW,1800.0,,FEW,3700.0,,,,,0,25.0,23.0,1012.0,0,0,
METAR WALS 081400Z AUTO VRB02KT 9999 FEW024 FEW030 SCT036 24/23 Q1012,WALS,2026-08-08T14:00:00,1,,2.0,,10000.0,,FEW,2400.0,,FEW,3000.0,,SCT,3600.0,,0,24.0,23.0,1012.0,0,0,
METAR WALS 081430Z AUTO VRB02KT 9999 FEW028 SCT036 24/23 Q1012,WALS,2026-08-08T14:30:00,1,,2.0,,10000.0,,FEW,2800.0,,SCT,3600.0,,,,,0,24.0,23.0,1012.0,0,0,
METAR WALS 081500Z AUTO 31002KT 9999 FEW030 FEW038 SCT055 25/23 Q1012,WALS,2026-08-08T15:00:00,1,310.0,2.0,,10000.0,,FEW,3000.0,,FEW,3800.0,,SCT,5500.0,,0,25.0,23.0,1012.0,0,0,
METAR WALS 081530Z AUTO VRB01KT 9999 FEW030 FEW035 SCT043 24/23 Q1012,WALS,2026-08-08T15:30:00,1,,1.0,,10000.0,,FEW,3000.0,,FEW,3500.0,,SCT,4300.0,,0,24.0,23.0,1012.0,0,0,
METAR WALS 081600Z AUTO VRB01KT 9999 FEW027 SCT035 BKN045 23/23 Q1011,WALS,2026-08-08T16:00:00,1,,1.0,,10000.0,,FEW,2700.0,,SCT,3500.0,,BKN,4500.0,,0,23.0,23.0,1011.0,0,0,
METAR WALS 081630Z AUTO 24005KT 9999 FEW025 FEW031 SCT065 24/23 Q1011,WALS,2026-08-08T16:30:00,1,240.0,5.0,,10000.0,,FEW,2500.0,,FEW,3100.0,,SCT,6500.0,,0,24.0,23.0,1011.0,0,0,
METAR WALS 081700Z AUTO 34003KT 250V040 9999 FEW022 FEW044 SCT070 24/23 Q1011,WALS,2026-08-08T17:00:00,1,340.0,3.0,,10000.0,,FEW,2200.0,,FEW,4400.0,,SCT,7000.0,,0,24.0,23.0,1011.0,0,0,
METAR WALS 081730Z AUTO VRB02KT 9999 FEW018 SCT023 BKN030 23/23 Q1011,WALS,2026-08-08T17:30:00,1,,2.0,,10000.0,,FEW,1800.0,,SCT,2300.0,,BKN,3000.0,,0,23.0,23.0,1011.0,0,0,
METAR WALS 081800Z AUTO VRB02KT 9999 SCT030 SCT036 23/22 Q1011,WALS,2026-08-08T18:00:00,1,,2.0,,10000.0,,SCT,3000.0,,SCT,3600.0,,,,,0,23.0,22.0,1011.0,0,0,
METAR WALS 081830Z AUTO VRB01KT 6000 NCD 23/23 Q1011,WALS,2026-08-08T18:30:00,1,,1.0,,6000.0,,NCD,,,,,,,,,0,23.0,23.0,1011.0,0,0,
METAR WALS 081900Z AUTO 00000KT 9999 FEW031 23/23 Q1010,WALS,2026-08-08T19:00:00,1,0.0,0.0,,10000.0,,FEW,3100.0,,,,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 081930Z AUTO VRB01KT 3500 BR FEW060 FEW070 23/22 Q1010,WALS,2026-08-08T19:30:00,1,,1.0,,3500.0,"('', None, '', 'BR', None)",FEW,6000.0,,FEW,7000.0,,,,,0,23.0,22.0,1010.0,0,0,
METAR WALS 082000Z AUTO VRB01KT 4300 BR VV005 23/22 Q1010,WALS,2026-08-08T20:00:00,1,,1.0,,4300.0,"('', None, '', 'BR', None)",VV,500.0,,,,,,,,0,23.0,22.0,1010.0,0,0,
METAR WALS 082030Z AUTO VRB01KT 3500 BR FEW060 23/22 Q1010,WALS,2026-08-08T20:30:00,1,,1.0,,3500.0,"('', None, '', 'BR', None)",FEW,6000.0,,,,,,,,0,23.0,22.0,1010.0,0,0,
METAR WALS 082100Z AUTO 00000KT 2100 BR SCT033 BKN041 BKN049 22/22 Q1011,WALS,2026-08-08T21:00:00,1,0.0,0.0,,2100.0,"('', None, '', 'BR', None)",SCT,3300.0,,BKN,4100.0,,BKN,4900.0,,0,22.0,22.0,1011.0,0,0,
METAR WALS 082130Z AUTO VRB01KT 6000 FEW042 BKN055 22/22 Q1011,WALS,2026-08-08T21:30:00,1,,1.0,,6000.0,,FEW,4200.0,,BKN,5500.0,,,,,0,22.0,22.0,1011.0,0,0,
METAR WALS 082200Z AUTO VRB01KT 5000 OVC060 22/22 Q1011,WALS,2026-08-08T22:00:00,1,,1.0,,5000.0,,OVC,6000.0,,,,,,,,0,22.0,22.0,1011.0,0,0,
METAR WALS 082230Z VRB01KT 6000 FEW020 22/22 Q1011 NOSIG,WALS,2026-08-08T22:30:00,0,,1.0,,6000.0,,FEW,2000.0,,,,,,,,0,22.0,22.0,1011.0,0,0,
METAR WALS 082300Z VRB01KT 7000 FEW020 23/23 Q1011 NOSIG,WALS,2026-08-08T23:00:00,0,,1.0,,7000.0,,FEW,2000.0,,,,,,,,0,23.0,23.0,1011.0,0,0,
METAR WALS 082330Z VRB01KT 8000 NSC 24/23 Q1012 NOSIG,WALS,2026-08-08T23:30:00,0,,1.0,,8000.0,,NSC,,,,,,,,,0,24.0,23.0,1012.0,0,0,
METAR WALS 090030Z 24005KT 210V310 CAVOK 27/24 Q1013 NOSIG,WALS,2026-08-09T00:30:00,0,240.0,5.0,,10000.0,,,,,,,,,,,0,27.0,24.0,1013.0,0,0,
METAR WALS 090100Z 22008KT 9999 FEW020 28/24 Q1013 NOSIG,WALS,2026-08-09T01:00:00,0,220.0,8.0,,10000.0,,FEW,2000.0,,,,,,,,0,28.0,24.0,1013.0,0,0,
METAR WALS 090230Z 22008KT 9999 SCT020 30/24 Q1012 NOSIG,WALS,2026-08-09T02:30:00,0,220.0,8.0,,10000.0,,SCT,2000.0,,,,,,,,0,30.0,24.0,1012.0,0,0,
METAR WALS 090300Z 20009KT 180V260 9999 SCT020 31/23 Q1011 NOSIG,WALS,2026-08-09T03:00:00,0,200.0,9.0,,10000.0,,SCT,2000.0,,,,,,,,0,31.0,23.0,1011.0,0,0,
METAR WALS 090400Z 21009KT 170V250 9999 SCT020 32/22 Q1010 NOSIG,WALS,2026-08-09T04:00:00,0,210.0,9.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,22.0,1010.0,0,0,
METAR WALS 090430Z 23009KT 180V260 9999 SCT020 31/22 Q1010 NOSIG,WALS,2026-08-09T04:30:00,0,230.0,9.0,,10000.0,,SCT,2000.0,,,,,,,,0,31.0,22.0,1010.0,0,0,
METAR WALS 090500Z 19007KT 150V230 9999 SCT020 31/21 Q1009 NOSIG,WALS,2026-08-09T05:00:00,0,190.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,31.0,21.0,1009.0,0,0,
METAR WALS 090530Z 23004KT 180V280 9999 SCT020 33/21 Q1009 NOSIG,WALS,2026-08-09T05:30:00,0,230.0,4.0,,10000.0,,SCT,2000.0,,,,,,,,0,33.0,21.0,1009.0,0,0,
METAR WALS 090600Z 18007KT 180V250 9999 SCT020 32/20 Q1008 NOSIG,WALS,2026-08-09T06:00:00,0,180.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,20.0,1008.0,0,0,
METAR WALS 090630Z 19007KT 140V230 9999 FEW020 31/21 Q1008 NOSIG,WALS,2026-08-09T06:30:00,0,190.0,7.0,,10000.0,,FEW,2000.0,,,,,,,,0,31.0,21.0,1008.0,0,0,
METAR WALS 090700Z 18009KT 140V240 9999 FEW020 31/21 Q1008 NOSIG,WALS,2026-08-09T07:00:00,0,180.0,9.0,,10000.0,,FEW,2000.0,,,,,,,,0,31.0,21.0,1008.0,0,0,
METAR WALS 090730Z 19009KT 160V230 9999 FEW020 30/21 Q1008 NOSIG,WALS,2026-08-09T07:30:00,0,190.0,9.0,,10000.0,,FEW,2000.0,,,,,,,,0,30.0,21.0,1008.0,0,0,
METAR WALS 090800Z 20009KT 150V240 9999 FEW020 31/22 Q1007 NOSIG,WALS,2026-08-09T08:00:00,0,200.0,9.0,,10000.0,,FEW,2000.0,,,,,,,,0,31.0,22.0,1007.0,0,0,
METAR WALS 090830Z 19009KT 130V220 9999 FEW020 31/21 Q1008 NOSIG,WALS,2026-08-09T08:30:00,0,190.0,9.0,,10000.0,,FEW,2000.0,,,,,,,,0,31.0,21.0,1008.0,0,0,
METAR WALS 090900Z 19006KT 160V240 9999 FEW022 30/20 Q1008 NOSIG,WALS,2026-08-09T09:00:00,0,190.0,6.0,,10000.0,,FEW,2200.0,,,,,,,,0,30.0,20.0,1008.0,0,0,
