raw_metar,station,valid_time_utc,is_auto,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,weather_phenomena,sky_layer1_cover,sky_layer1_height_ft,sky_layer1_type,sky_layer2_cover,sky_layer2_height_ft,sky_layer2_type,sky_layer3_cover,sky_layer3_height_ft,sky_layer3_type,has_cb,temp_c,dewpoint_c,qnh_hpa,has_ts,ts_in_vicinity,ts_intensity,ceiling_ft,label_has_ts_h1,label_ts_in_vicinity_h1,label_visibility_m_h1,label_wind_speed_kt_h1,label_wind_gust_kt_h1,label_ceiling_ft_h1,label_has_ts_h3,label_ts_in_vicinity_h3,label_visibility_m_h3,label_wind_speed_kt_h3,label_wind_gust_kt_h3,label_ceiling_ft_h3,label_has_ts_h6,label_ts_in_vicinity_h6,label_visibility_m_h6,label_wind_speed_kt_h6,label_wind_gust_kt_h6,label_ceiling_ft_h6,label_has_ts_h12,label_ts_in_vicinity_h12,label_visibility_m_h12,label_wind_speed_kt_h12,label_wind_gust_kt_h12,label_ceiling_ft_h12,label_has_ts_h24,label_ts_in_vicinity_h24,label_visibility_m_h24,label_wind_speed_kt_h24,label_wind_gust_kt_h24,label_ceiling_ft_h24
METAR WALS 240200Z 24009KT 9999 SCT020 29/24 Q1011 NOSIG,WALS,2026-07-24 02:00:00,0,240.0,9.0,,10000.0,,SCT,2000.0,,,,,,,,0,29.0,24.0,1011.0,0,0,,,0.0,0.0,10000.0,9.0,,,0.0,0.0,10000.0,10.0,,,0.0,0.0,10000.0,7.0,,,0.0,0.0,10000.0,3.0,,1700.0,,,,,,
METAR WALS 240230Z 23007KT 200V270 9999 SCT020 31/25 Q1011 NOSIG,WALS,2026-07-24 02:30:00,0,230.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,31.0,25.0,1011.0,0,0,,,0.0,0.0,10000.0,9.0,,,0.0,0.0,10000.0,10.0,,2000.0,0.0,0.0,10000.0,7.0,,,0.0,0.0,10000.0,3.0,,1700.0,0.0,0.0,10000.0,9.0,,
METAR WALS 240300Z 22009KT 170V250 9999 SCT020 30/24 Q1011 NOSIG,WALS,2026-07-24 03:00:00,0,220.0,9.0,,10000.0,,SCT,2000.0,,,,,,,,0,30.0,24.0,1011.0,0,0,,,0.0,0.0,10000.0,8.0,,,0.0,0.0,10000.0,10.0,,2000.0,0.0,0.0,10000.0,6.0,,,0.0,0.0,10000.0,1.0,,,0.0,0.0,10000.0,9.0,,
METAR WALS 240430Z AUTO 22008KT 180V260 9999 SCT034 32/23 Q1009 NOSIG,WALS,2026-07-24 04:30:00,1,220.0,8.0,,10000.0,,SCT,3400.0,,,,,,,,0,32.0,23.0,1009.0,0,0,,,0.0,0.0,10000.0,10.0,,2000.0,0.0,0.0,10000.0,7.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,9000.0,2.0,,,,,,,,
METAR WALS 240500Z 22010KT 9999 SCT020 30/23 Q1009 NOSIG,WALS,2026-07-24 05:00:00,0,220.0,10.0,,10000.0,,SCT,2000.0,,,,,,,,0,30.0,23.0,1009.0,0,0,,,0.0,0.0,10000.0,10.0,,2000.0,0.0,0.0,10000.0,7.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,1.0,,31000.0,0.0,0.0,10000.0,5.0,,
METAR WALS 240530Z 23010KT 180V250 9999 FEW015TCU BKN020 30/23 Q1009 NOSIG RMK TCU OTF,WALS,2026-07-24 05:30:00,0,230.0,10.0,,10000.0,,FEW,1500.0,TCU,BKN,2000.0,,,,,0,30.0,23.0,1009.0,0,0,,2000.0,,,,,,,0.0,0.0,10000.0,7.0,,,0.0,0.0,10000.0,3.0,,,0.0,0.0,10000.0,1.0,,31000.0,0.0,0.0,10000.0,5.0,,
METAR WALS 240730Z 21007KT 150V240 9999 FEW020 30/23 Q1008 NOSIG,WALS,2026-07-24 07:30:00,0,210.0,7.0,,10000.0,,FEW,2000.0,,,,,,,,0,30.0,23.0,1008.0,0,0,,,0.0,0.0,10000.0,7.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,2.0,,1700.0,0.0,0.0,3900.0,0.0,,3100.0,0.0,0.0,10000.0,8.0,,
METAR WALS 240800Z 22007KT 180V260 9999 FEW020 31/23 Q1008 NOSIG,WALS,2026-07-24 08:00:00,0,220.0,7.0,,10000.0,,FEW,2000.0,,,,,,,,0,31.0,23.0,1008.0,0,0,,,0.0,0.0,10000.0,6.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,3.0,,1700.0,0.0,0.0,650.0,2.0,,1900.0,0.0,0.0,10000.0,7.0,,
METAR WALS 240930Z 22006KT 190V250 9999 FEW020 29/23 Q1008 NOSIG,WALS,2026-07-24 09:30:00,0,220.0,6.0,,10000.0,,FEW,2000.0,,,,,,,,0,29.0,23.0,1008.0,0,0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,4.0,,,0.0,0.0,10000.0,1.0,,1800.0,0.0,0.0,700.0,1.0,,1700.0,0.0,0.0,10000.0,6.0,,
METAR WALS 241000Z AUTO 21005KT 180V240 9999 NCD 28/23 Q1008 NOSIG,WALS,2026-07-24 10:00:00,1,210.0,5.0,,10000.0,,NCD,,,,,,,,,0,28.0,23.0,1008.0,0,0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,2.0,,1700.0,0.0,0.0,10000.0,1.0,,1800.0,0.0,0.0,4000.0,1.0,,2400.0,0.0,0.0,10000.0,6.0,,
METAR WALS 241030Z AUTO 21005KT 9999 NCD 27/23 Q1009 NOSIG,WALS,2026-07-24 10:30:00,1,210.0,5.0,,10000.0,,NCD,,,,,,,,,0,27.0,23.0,1009.0,0,0,,,0.0,0.0,10000.0,3.0,,,0.0,0.0,10000.0,2.0,,1700.0,0.0,0.0,9000.0,2.0,,,0.0,0.0,4000.0,1.0,,,0.0,0.0,10000.0,6.0,,
METAR WALS 241130Z AUTO 22003KT 9999 SCT018 SCT055 SCT070 26/23 Q1009,WALS,2026-07-24 11:30:00,1,220.0,3.0,,10000.0,,SCT,1800.0,,SCT,5500.0,,SCT,7000.0,,0,26.0,23.0,1009.0,0,0,,,0.0,0.0,10000.0,4.0,,,0.0,0.0,10000.0,3.0,,1700.0,0.0,0.0,10000.0,1.0,,31000.0,0.0,0.0,8000.0,3.0,,,0.0,0.0,10000.0,4.0,,
METAR WALS 241200Z AUTO 23004KT 9999 SCT018 SCT042 SCT049 26/23 Q1010,WALS,2026-07-24 12:00:00,1,230.0,4.0,,10000.0,,SCT,1800.0,,SCT,4200.0,,SCT,4900.0,,0,26.0,23.0,1010.0,0,0,,,0.0,0.0,10000.0,2.0,,1700.0,0.0,0.0,10000.0,1.0,,,0.0,0.0,6000.0,1.0,,,0.0,0.0,8000.0,3.0,,,0.0,0.0,10000.0,2.0,,2800.0
METAR WALS 241330Z AUTO 24002KT 9999 BKN017 BKN046 BKN070 25/24 Q1010,WALS,2026-07-24 13:30:00,1,240.0,2.0,,10000.0,,BKN,1700.0,,BKN,4600.0,,BKN,7000.0,,0,25.0,24.0,1010.0,0,0,,1700.0,0.0,0.0,10000.0,3.0,,1700.0,0.0,0.0,9000.0,2.0,,,0.0,0.0,3900.0,0.0,,3100.0,,,,,,,0.0,0.0,10000.0,2.0,,2400.0
METAR WALS 241400Z AUTO 25003KT 9999 BKN017 BKN065 24/23 Q1010,WALS,2026-07-24 14:00:00,1,250.0,3.0,,10000.0,,BKN,1700.0,,BKN,6500.0,,,,,0,24.0,23.0,1010.0,0,0,,1700.0,0.0,0.0,10000.0,1.0,,,0.0,0.0,10000.0,1.0,,31000.0,0.0,0.0,650.0,2.0,,1900.0,,,,,,,0.0,0.0,10000.0,1.0,,6000.0
METAR WALS 241500Z AUTO 05001KT 9999 FEW017 SCT320 24/23 Q1011,WALS,2026-07-24 15:00:00,1,50.0,1.0,,10000.0,,FEW,1700.0,,SCT,32000.0,,,,,0,24.0,23.0,1011.0,0,0,,,0.0,0.0,10000.0,1.0,,1800.0,0.0,0.0,6000.0,1.0,,,0.0,0.0,2400.0,1.0,,2000.0,0.0,0.0,10000.0,9.0,,,0.0,0.0,10000.0,3.0,,
METAR WALS 241530Z AUTO VRB01KT 9999 BKN018 BKN027 BKN065 24/23 Q1011,WALS,2026-07-24 15:30:00,1,,1.0,,10000.0,,BKN,1800.0,,BKN,2700.0,,BKN,6500.0,,0,24.0,23.0,1011.0,0,0,,1800.0,0.0,0.0,9000.0,2.0,,,0.0,0.0,7000.0,0.0,,,0.0,0.0,700.0,1.0,,1700.0,0.0,0.0,10000.0,5.0,,,0.0,0.0,9000.0,1.0,,
METAR WALS 241630Z AUTO VRB02KT 9000 FEW017 SCT023 SCT028 23/23 Q1010,WALS,2026-07-24 16:30:00,1,,2.0,,9000.0,,FEW,1700.0,,SCT,2300.0,,SCT,2800.0,,0,23.0,23.0,1010.0,0,0,,,0.0,0.0,10000.0,1.0,,31000.0,0.0,0.0,3900.0,0.0,,3100.0,0.0,0.0,4000.0,1.0,,,,,,,,,0.0,0.0,7000.0,1.0,,
METAR WALS 241700Z AUTO 36001KT 9999 FEW024 FEW034 BKN310 23/23 Q1010,WALS,2026-07-24 17:00:00,1,360.0,1.0,,10000.0,,FEW,2400.0,,FEW,3400.0,,BKN,31000.0,,0,23.0,23.0,1010.0,0,0,,31000.0,0.0,0.0,6000.0,1.0,,,0.0,0.0,650.0,2.0,,1900.0,0.0,0.0,7000.0,1.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,7000.0,1.0,,
METAR WALS 241800Z AUTO 16001KT 6000 FEW022 FEW055 SCT310 23/23 Q1010,WALS,2026-07-24 18:00:00,1,160.0,1.0,,6000.0,,FEW,2200.0,,FEW,5500.0,,SCT,31000.0,,0,23.0,23.0,1010.0,0,0,,,0.0,0.0,7000.0,0.0,,,0.0,0.0,2400.0,1.0,,2000.0,0.0,0.0,8000.0,3.0,,,0.0,0.0,10000.0,9.0,,,0.0,0.0,5000.0,3.0,,4300.0
METAR WALS 241830Z AUTO 00000KT 7000 FEW060 FEW240 SCT310 23/23 Q1009,WALS,2026-07-24 18:30:00,1,0.0,0.0,,7000.0,,FEW,6000.0,,FEW,24000.0,,SCT,31000.0,,0,23.0,23.0,1009.0,0,0,,,0.0,0.0,3900.0,0.0,,3100.0,0.0,0.0,700.0,1.0,,1700.0,,,,,,,0.0,0.0,10000.0,9.0,,,0.0,0.0,6000.0,1.0,,4000.0
METAR WALS 241930Z AUTO 00000KT 3900 BR SCT018 SCT023 BKN031 22/22 Q1009,WALS,2026-07-24 19:30:00,1,0.0,0.0,,3900.0,"('', None, '', 'BR', None)",SCT,1800.0,,SCT,2300.0,,BKN,3100.0,,0,22.0,22.0,1009.0,0,0,,3100.0,0.0,0.0,900.0,0.0,,2600.0,0.0,0.0,4000.0,1.0,,,,,,,,,0.0,0.0,10000.0,8.0,,,0.0,0.0,3900.0,1.0,,4300.0
METAR WALS 242000Z AUTO 35002KT 0650 R04/P2000D R22/0900U FG BKN019 BKN025 OVC041 22/22 Q1009,WALS,2026-07-24 20:00:00,1,350.0,2.0,,650.0,"('', None, '', 'FG', None)",BKN,1900.0,,BKN,2500.0,,OVC,4100.0,,0,22.0,22.0,1009.0,0,0,,1900.0,0.0,0.0,2400.0,1.0,,2000.0,0.0,0.0,7000.0,1.0,,,,,,,,,0.0,0.0,10000.0,7.0,,,0.0,0.0,2900.0,0.0,,
METAR WALS 242030Z AUTO 00000KT 0900 R04/P2000D R22/1300D FG BKN026 BKN033 BKN039 22/22 Q1009,WALS,2026-07-24 20:30:00,1,0.0,0.0,,900.0,"('', None, '', 'FG', None)",BKN,2600.0,,BKN,3300.0,,BKN,3900.0,,0,22.0,22.0,1009.0,0,0,,2600.0,0.0,0.0,700.0,1.0,,1700.0,0.0,0.0,8000.0,3.0,,,0.0,0.0,10000.0,9.0,,,0.0,0.0,10000.0,7.0,,,0.0,0.0,1500.0,0.0,,4200.0
METAR WALS 242100Z AUTO VRB01KT 2400 BR BKN020 OVC032 22/22 Q1010,WALS,2026-07-24 21:00:00,1,,1.0,,2400.0,"('', None, '', 'BR', None)",BKN,2000.0,,OVC,3200.0,,,,,0,22.0,22.0,1010.0,0,0,,2000.0,0.0,0.0,4000.0,1.0,,2400.0,0.0,0.0,8000.0,3.0,,,0.0,0.0,10000.0,9.0,,,0.0,0.0,10000.0,7.0,,,0.0,0.0,700.0,1.0,,4100.0
METAR WALS 242130Z AUTO 36001KT 0700 R04/P2000U R22/1000D FG SCT002 BKN017 OVC041 22/22 Q1010,WALS,2026-07-24 21:30:00,1,360.0,1.0,,700.0,"('', None, '', 'FG', None)",SCT,200.0,,BKN,1700.0,,OVC,4100.0,,0,22.0,22.0,1010.0,0,0,,1700.0,0.0,0.0,4000.0,1.0,,,,,,,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,6.0,,,0.0,0.0,1000.0,1.0,,4200.0
METAR WALS 242200Z AUTO VRB01KT 4000 BR FEW018 BKN024 OVC049 22/22 Q1010,WALS,2026-07-24 22:00:00,1,,1.0,,4000.0,"('', None, '', 'BR', None)",FEW,1800.0,,BKN,2400.0,,OVC,4900.0,,0,22.0,22.0,1010.0,0,0,,2400.0,0.0,0.0,7000.0,1.0,,,,,,,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,6.0,,,0.0,0.0,2200.0,0.0,,4800.0
METAR WALS 242230Z VRB01KT 4000 BR FEW015 22/22 Q1011 NOSIG,WALS,2026-07-24 22:30:00,0,,1.0,,4000.0,"('', None, '', 'BR', None)",FEW,1500.0,,,,,,,,0,22.0,22.0,1011.0,0,0,,,0.0,0.0,8000.0,3.0,,,,,,,,,,,,,,,0.0,0.0,10000.0,6.0,,,0.0,0.0,2000.0,1.0,,
METAR WALS 242300Z VRB01KT 7000 FEW015 23/23 Q1011 NOSIG,WALS,2026-07-24 23:00:00,0,,1.0,,7000.0,,FEW,1500.0,,,,,,,,0,23.0,23.0,1011.0,0,0,,,0.0,0.0,8000.0,3.0,,,,,,,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,1600.0,1.0,,
METAR WALS 242330Z 27003KT 8000 NSC 25/23 Q1011 NOSIG,WALS,2026-07-24 23:30:00,0,270.0,3.0,,8000.0,,NSC,,,,,,,,,0,25.0,23.0,1011.0,0,0,,,,,,,,,0.0,0.0,10000.0,9.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,4.0,,,0.0,0.0,6000.0,1.0,,
METAR WALS 250300Z 23009KT 180V260 9999 SCT020 31/24 Q1011 NOSIG,WALS,2026-07-25 03:00:00,0,230.0,9.0,,10000.0,,SCT,2000.0,,,,,,,,0,31.0,24.0,1011.0,0,0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,9.0,,,0.0,0.0,10000.0,7.0,,,0.0,0.0,10000.0,3.0,,,,,,,,
METAR WALS 250330Z 23005KT 190V280 9999 SCT020 32/23 Q1010 NOSIG,WALS,2026-07-25 03:30:00,0,230.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,23.0,1010.0,0,0,,,,,,,,,0.0,0.0,10000.0,9.0,,,0.0,0.0,10000.0,6.0,,,0.0,0.0,9000.0,1.0,,,,,,,,
METAR WALS 250530Z 20005KT 140V240 9999 SCT020 32/24 Q1009 NOSIG,WALS,2026-07-25 05:30:00,0,200.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,24.0,1009.0,0,0,,,0.0,0.0,10000.0,9.0,,,0.0,0.0,10000.0,7.0,,,0.0,0.0,10000.0,4.0,,,0.0,0.0,7000.0,1.0,,,0.0,0.0,10000.0,4.0,,2000.0
METAR WALS 250600Z 24009KT 170V280 9999 SCT020 33/24 Q1008 NOSIG,WALS,2026-07-25 06:00:00,0,240.0,9.0,,10000.0,,SCT,2000.0,,,,,,,,0,33.0,24.0,1008.0,0,0,,,0.0,0.0,10000.0,8.0,,,0.0,0.0,10000.0,7.0,,,0.0,0.0,10000.0,2.0,,2800.0,0.0,0.0,5000.0,3.0,,4300.0,0.0,0.0,10000.0,4.0,,2000.0
METAR WALS 250730Z 22008KT 190V260 9999 SCT020 33/23 Q1007 NOSIG,WALS,2026-07-25 07:30:00,0,220.0,8.0,,10000.0,,SCT,2000.0,,,,,,,,0,33.0,23.0,1007.0,0,0,,,0.0,0.0,10000.0,7.0,,,0.0,0.0,10000.0,6.0,,,0.0,0.0,10000.0,2.0,,2400.0,0.0,0.0,3900.0,1.0,,4300.0,0.0,0.0,10000.0,5.0,,
METAR WALS 250800Z 22007KT 170V250 9999 SCT020 33/23 Q1007 NOSIG,WALS,2026-07-25 08:00:00,0,220.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,33.0,23.0,1007.0,0,0,,,0.0,0.0,10000.0,7.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,1.0,,6000.0,0.0,0.0,2900.0,0.0,,,0.0,0.0,10000.0,5.0,,
METAR WALS 250900Z 19007KT 150V240 9999 FEW020 31/25 Q1007 NOSIG,WALS,2026-07-25 09:00:00,0,190.0,7.0,,10000.0,,FEW,2000.0,,,,,,,,0,31.0,25.0,1007.0,0,0,,,0.0,0.0,10000.0,6.0,,,0.0,0.0,10000.0,2.0,,2800.0,0.0,0.0,10000.0,3.0,,,0.0,0.0,700.0,1.0,,4100.0,0.0,0.0,10000.0,5.0,,2000.0
METAR WALS 250930Z 18006KT 140V230 9999 FEW020 30/24 Q1008 NOSIG,WALS,2026-07-25 09:30:00,0,180.0,6.0,,10000.0,,FEW,2000.0,,,,,,,,0,30.0,24.0,1008.0,0,0,,,0.0,0.0,10000.0,6.0,,,0.0,0.0,10000.0,2.0,,2600.0,0.0,0.0,9000.0,1.0,,,0.0,0.0,1000.0,1.0,,4200.0,0.0,0.0,10000.0,5.0,,2000.0
METAR WALS 251000Z AUTO 20006KT 160V240 9999 NCD 29/24 Q1008,WALS,2026-07-25 10:00:00,1,200.0,6.0,,10000.0,,NCD,,,,,,,,,0,29.0,24.0,1008.0,0,0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,2.0,,2400.0,0.0,0.0,10000.0,2.0,,,0.0,0.0,2200.0,0.0,,4800.0,0.0,0.0,800.0,10.0,,300.0
METAR WALS 251100Z AUTO 21005KT 180V240 9999 FEW037 SCT060 27/23 Q1009,WALS,2026-07-25 11:00:00,1,210.0,5.0,,10000.0,,FEW,3700.0,,SCT,6000.0,,,,,0,27.0,23.0,1009.0,0,0,,,0.0,0.0,10000.0,2.0,,2800.0,0.0,0.0,10000.0,1.0,,6000.0,0.0,0.0,7000.0,1.0,,,0.0,0.0,1600.0,1.0,,,0.0,0.0,10000.0,2.0,,3600.0
METAR WALS 251130Z AUTO 21004KT 170V240 9999 FEW016 FEW055 27/23 Q1009,WALS,2026-07-25 11:30:00,1,210.0,4.0,,10000.0,,FEW,1600.0,,FEW,5500.0,,,,,0,27.0,23.0,1009.0,0,0,,,0.0,0.0,10000.0,2.0,,2600.0,0.0,0.0,10000.0,1.0,,6000.0,0.0,0.0,7000.0,1.0,,,0.0,0.0,6000.0,1.0,,,0.0,0.0,10000.0,1.0,,7000.0
METAR WALS 251200Z AUTO VRB02KT 9999 SCT016 SCT023 BKN028 26/24 Q1009,WALS,2026-07-25 12:00:00,1,,2.0,,10000.0,,SCT,1600.0,,SCT,2300.0,,BKN,2800.0,,0,26.0,24.0,1009.0,0,0,,2800.0,0.0,0.0,10000.0,2.0,,2400.0,0.0,0.0,10000.0,3.0,,,0.0,0.0,5000.0,3.0,,4300.0,0.0,0.0,6000.0,1.0,,,0.0,0.0,10000.0,3.0,,20000.0
METAR WALS 251230Z AUTO 33002KT 9999 SCT021 BKN026 BKN034 26/24 Q1010,WALS,2026-07-25 12:30:00,1,330.0,2.0,,10000.0,,SCT,2100.0,,BKN,2600.0,,BKN,3400.0,,0,26.0,24.0,1010.0,0,0,,2600.0,0.0,0.0,10000.0,2.0,,2400.0,0.0,0.0,9000.0,1.0,,,0.0,0.0,6000.0,1.0,,4000.0,0.0,0.0,10000.0,5.0,,,0.0,0.0,9000.0,2.0,,
METAR WALS 251300Z AUTO VRB02KT 9999 SCT020 BKN024 OVC060 25/24 Q1010,WALS,2026-07-25 13:00:00,1,,2.0,,10000.0,,SCT,2000.0,,BKN,2400.0,,OVC,6000.0,,0,25.0,24.0,1010.0,0,0,,2400.0,0.0,0.0,10000.0,1.0,,6000.0,0.0,0.0,10000.0,2.0,,,0.0,0.0,5000.0,0.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,1.0,,2600.0
METAR WALS 251400Z AUTO VRB01KT 9999 BKN060 24/24 Q1010,WALS,2026-07-25 14:00:00,1,,1.0,,10000.0,,BKN,6000.0,,,,,,,,0,24.0,24.0,1010.0,0,0,,6000.0,0.0,0.0,10000.0,3.0,,,0.0,0.0,7000.0,1.0,,,0.0,0.0,2900.0,0.0,,,0.0,0.0,10000.0,4.0,,,0.0,0.0,7000.0,1.0,,1700.0
METAR WALS 251430Z AUTO 18001KT 9999 FEW017 BKN060 24/24 Q1010,WALS,2026-07-25 14:30:00,1,180.0,1.0,,10000.0,,FEW,1700.0,,BKN,6000.0,,,,,0,24.0,24.0,1010.0,0,0,,6000.0,0.0,0.0,9000.0,1.0,,,0.0,0.0,7000.0,1.0,,,0.0,0.0,1500.0,0.0,,4200.0,0.0,0.0,10000.0,4.0,,,0.0,0.0,2000.0,0.0,,4300.0
METAR WALS 251500Z AUTO 26003KT 9999 FEW018 FEW032 SCT038 24/23 Q1010,WALS,2026-07-25 15:00:00,1,260.0,3.0,,10000.0,,FEW,1800.0,,FEW,3200.0,,SCT,3800.0,,0,24.0,23.0,1010.0,0,0,,,0.0,0.0,10000.0,2.0,,,0.0,0.0,5000.0,3.0,,4300.0,0.0,0.0,700.0,1.0,,4100.0,,,,,,,0.0,0.0,1400.0,1.0,,4500.0
METAR WALS 251530Z AUTO 17001KT 9000 SCT036 SCT044 24/23 Q1010,WALS,2026-07-25 15:30:00,1,170.0,1.0,,9000.0,,SCT,3600.0,,SCT,4400.0,,,,,0,24.0,23.0,1010.0,0,0,,,0.0,0.0,7000.0,1.0,,,0.0,0.0,6000.0,1.0,,4000.0,0.0,0.0,1000.0,1.0,,4200.0,,,,,,,0.0,0.0,700.0,0.0,,200.0
METAR WALS 251600Z AUTO 24002KT 9999 SCT034 SCT039 23/23 Q1010,WALS,2026-07-25 16:00:00,1,240.0,2.0,,10000.0,,SCT,3400.0,,SCT,3900.0,,,,,0,23.0,23.0,1010.0,0,0,,,0.0,0.0,7000.0,1.0,,,0.0,0.0,5000.0,0.0,,,0.0,0.0,2200.0,0.0,,4800.0,,,,,,,0.0,0.0,750.0,0.0,,200.0
METAR WALS 251630Z AUTO 36001KT 7000 FEW018 FEW024 FEW032 24/23 Q1010,WALS,2026-07-25 16:30:00,1,360.0,1.0,,7000.0,,FEW,1800.0,,FEW,2400.0,,FEW,3200.0,,0,24.0,23.0,1010.0,0,0,,,0.0,0.0,7000.0,1.0,,,0.0,0.0,3900.0,1.0,,4300.0,0.0,0.0,2000.0,1.0,,,0.0,0.0,10000.0,3.0,,,0.0,0.0,350.0,1.0,,100.0
METAR WALS 251700Z AUTO VRB01KT 7000 FEW029 FEW037 24/23 Q1010,WALS,2026-07-25 17:00:00,1,,1.0,,7000.0,,FEW,2900.0,,FEW,3700.0,,,,,0,24.0,23.0,1010.0,0,0,,,0.0,0.0,5000.0,3.0,,4300.0,0.0,0.0,2900.0,0.0,,,0.0,0.0,1600.0,1.0,,,0.0,0.0,10000.0,3.0,,,0.0,0.0,450.0,1.0,,200.0
METAR WALS 251730Z AUTO 36001KT 7000 FEW028 FEW043 FEW050 23/23 Q1010,WALS,2026-07-25 17:30:00,1,360.0,1.0,,7000.0,,FEW,2800.0,,FEW,4300.0,,FEW,5000.0,,0,23.0,23.0,1010.0,0,0,,,0.0,0.0,6000.0,1.0,,4000.0,0.0,0.0,1500.0,0.0,,4200.0,0.0,0.0,6000.0,1.0,,,0.0,0.0,10000.0,4.0,,2000.0,0.0,0.0,1100.0,2.0,,200.0
METAR WALS 251800Z AUTO 30003KT 5000 FEW017 SCT033 BKN043 23/23 Q1010,WALS,2026-07-25 18:00:00,1,300.0,3.0,,5000.0,,FEW,1700.0,,SCT,3300.0,,BKN,4300.0,,0,23.0,23.0,1010.0,0,0,,4300.0,0.0,0.0,5000.0,0.0,,,0.0,0.0,700.0,1.0,,4100.0,0.0,0.0,6000.0,1.0,,,0.0,0.0,10000.0,4.0,,2000.0,0.0,0.0,2400.0,1.0,,200.0
METAR WALS 251830Z AUTO VRB01KT 6000 FEW024 SCT034 BKN040 23/23 Q1010,WALS,2026-07-25 18:30:00,1,,1.0,,6000.0,,FEW,2400.0,,SCT,3400.0,,BKN,4000.0,,0,23.0,23.0,1010.0,0,0,,4000.0,0.0,0.0,3900.0,1.0,,4300.0,0.0,0.0,1000.0,1.0,,4200.0,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,2400.0,1.0,,200.0
METAR WALS 251900Z AUTO 00000KT 5000 FEW037 FEW050 23/23 Q1010,WALS,2026-07-25 19:00:00,1,0.0,0.0,,5000.0,,FEW,3700.0,,FEW,5000.0,,,,,0,23.0,23.0,1010.0,0,0,,,0.0,0.0,2900.0,0.0,,,0.0,0.0,2200.0,0.0,,4800.0,0.0,0.0,10000.0,5.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,2200.0,1.0,,300.0
METAR WALS 251930Z AUTO 09001KT 3900 BR FEW029 SCT036 BKN043 23/23 Q1009,WALS,2026-07-25 19:30:00,1,90.0,1.0,,3900.0,"('', None, '', 'BR', None)",FEW,2900.0,,SCT,3600.0,,BKN,4300.0,,0,23.0,23.0,1009.0,0,0,,4300.0,0.0,0.0,1500.0,0.0,,4200.0,0.0,0.0,2000.0,1.0,,,0.0,0.0,10000.0,7.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,4700.0,1.0,,200.0
METAR WALS 252000Z AUTO 00000KT 2900 BR FEW029 FEW038 FEW050 23/23 Q1009,WALS,2026-07-25 20:00:00,1,0.0,0.0,,2900.0,"('', None, '', 'BR', None)",FEW,2900.0,,FEW,3800.0,,FEW,5000.0,,0,23.0,23.0,1009.0,0,0,,,0.0,0.0,700.0,1.0,,4100.0,0.0,0.0,1600.0,1.0,,,0.0,0.0,10000.0,4.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,2600.0,1.0,,200.0
METAR WALS 252030Z AUTO 00000KT 1500 R04/P2000U R22/1600D BR SCT022 SCT033 OVC042 22/22 Q1009,WALS,2026-07-25 20:30:00,1,0.0,0.0,,1500.0,"('', None, '', 'BR', None)",SCT,2200.0,,SCT,3300.0,,OVC,4200.0,,0,22.0,22.0,1009.0,0,0,,4200.0,0.0,0.0,1000.0,1.0,,4200.0,0.0,0.0,6000.0,1.0,,,0.0,0.0,10000.0,4.0,,,0.0,0.0,10000.0,5.0,,,0.0,0.0,350.0,1.0,,200.0
METAR WALS 252100Z AUTO 06001KT 0700 R04/P2000U R22/1000U FG OVC041 22/22 Q1009,WALS,2026-07-25 21:00:00,1,60.0,1.0,,700.0,"('', None, '', 'FG', None)",OVC,4100.0,,,,,,,,0,22.0,22.0,1009.0,0,0,,4100.0,0.0,0.0,2200.0,0.0,,4800.0,0.0,0.0,6000.0,1.0,,,,,,,,,0.0,0.0,10000.0,5.0,,2000.0,0.0,0.0,500.0,2.0,,200.0
